naca,camber,camber_position,thickness,alpha_deg,reynolds,cl,cd,cm,source_file
NACA 1412,0.01,0.4,0.12,11.0,500000.0,1.1999,0.02224,-0.0034,T1-Re0.500-N9.0.txt
NACA 1412,0.01,0.4,0.12,12.0,500000.0,1.243,0.02612,0.0049,T1-Re0.500-N9.0.txt
NACA 1412,0.01,0.4,0.12,13.0,500000.0,1.2833,0.0307,0.0108,T1-Re0.500-N9.0.txt
NACA 1412,0.01,0.4,0.12,14.0,500000.0,1.3022,0.03821,0.015,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,-6.0,500000.0,-0.5003,0.0152,-0.0381,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,-5.0,500000.0,-0.3915,0.01254,-0.0385,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,-4.0,500000.0,-0.2447,0.0104,-0.0465,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,-2.0,500000.0,0.0311,0.00719,-0.0587,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,-1.0,500000.0,0.1295,0.00531,-0.0549,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,0.0,500000.0,0.2653,0.00514,-0.0588,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,1.0,500000.0,0.3679,0.00538,-0.0561,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,2.0,500000.0,0.471,0.00591,-0.0539,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,3.0,500000.0,0.5734,0.00673,-0.0517,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,4.0,500000.0,0.6759,0.00779,-0.05,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,5.0,500000.0,0.7688,0.01041,-0.0475,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,6.0,500000.0,0.8633,0.01305,-0.045,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,7.0,500000.0,0.9561,0.01571,-0.0421,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,8.0,500000.0,1.0442,0.01887,-0.0386,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,9.0,500000.0,1.1245,0.02382,-0.0342,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,10.0,500000.0,1.1923,0.03054,-0.0289,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,11.0,500000.0,1.1986,0.04369,-0.0181,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,12.0,500000.0,1.1154,0.0617,-0.0111,T1-Re0.500-N9.0.txt
NACA 2408,0.02,0.4,0.08,13.0,500000.0,1.0294,0.09205,-0.0304,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-6.0,500000.0,-0.4857,0.0131,-0.042,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-5.0,500000.0,-0.3413,0.01116,-0.0496,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-4.0,500000.0,-0.1993,0.00966,-0.0564,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-3.0,500000.0,-0.0756,0.00836,-0.0589,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-2.0,500000.0,0.0318,0.0072,-0.0576,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,-1.0,500000.0,0.1318,0.00596,-0.0544,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,0.0,500000.0,0.2382,0.00567,-0.0511,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,1.0,500000.0,0.3889,0.00601,-0.0591,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,2.0,500000.0,0.4887,0.00649,-0.0564,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,3.0,500000.0,0.588,0.00714,-0.0537,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,4.0,500000.0,0.6886,0.00793,-0.0514,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,5.0,500000.0,0.788,0.00907,-0.0492,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,6.0,500000.0,0.8791,0.01135,-0.0462,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,7.0,500000.0,0.9695,0.01377,-0.0432,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,8.0,500000.0,1.0586,0.01612,-0.0398,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,9.0,500000.0,1.1391,0.01901,-0.0354,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,10.0,500000.0,1.2121,0.02218,-0.0301,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,11.0,500000.0,1.2648,0.02642,-0.0225,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,12.0,500000.0,1.3085,0.03076,-0.015,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,13.0,500000.0,1.3287,0.03819,-0.0081,T1-Re0.500-N9.0.txt
NACA 2410,0.02,0.4,0.1,14.0,500000.0,1.3283,0.04824,-0.0044,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-6.0,500000.0,-0.4385,0.01205,-0.0525,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-5.0,500000.0,-0.3002,0.01055,-0.0583,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-4.0,500000.0,-0.1845,0.00934,-0.0588,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-3.0,500000.0,-0.0768,0.00836,-0.0575,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-2.0,500000.0,0.0293,0.00747,-0.0558,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,-1.0,500000.0,0.1328,0.00665,-0.0535,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,0.0,500000.0,0.2333,0.0063,-0.0497,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,1.0,500000.0,0.3475,0.00662,-0.0487,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,2.0,500000.0,0.5053,0.0072,-0.0583,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,3.0,500000.0,0.6144,0.0077,-0.0581,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,4.0,500000.0,0.7092,0.00832,-0.0546,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,5.0,500000.0,0.8039,0.00912,-0.0512,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,6.0,500000.0,0.896,0.01045,-0.0477,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,7.0,500000.0,0.9837,0.01244,-0.044,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,8.0,500000.0,1.0688,0.01466,-0.04,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,9.0,500000.0,1.1507,0.01692,-0.0356,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,10.0,500000.0,1.2211,0.01961,-0.0297,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,11.0,500000.0,1.2771,0.02247,-0.022,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,12.0,500000.0,1.319,0.02657,-0.0144,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,13.0,500000.0,1.3455,0.03258,-0.0081,T1-Re0.500-N9.0.txt
NACA 2412,0.02,0.4,0.12,14.0,500000.0,1.3717,0.03966,-0.0049,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-6.0,500000.0,-0.4045,0.01151,-0.0592,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-5.0,500000.0,-0.2927,0.01029,-0.0589,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-4.0,500000.0,-0.1855,0.00932,-0.0574,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-3.0,500000.0,-0.0784,0.00857,-0.0559,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-2.0,500000.0,0.0284,0.0079,-0.0544,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,-1.0,500000.0,0.1331,0.00735,-0.0524,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,0.0,500000.0,0.2368,0.00709,-0.0499,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,1.0,500000.0,0.3386,0.00717,-0.0465,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,2.0,500000.0,0.4521,0.00768,-0.0456,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,3.0,500000.0,0.6049,0.00836,-0.0542,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,4.0,500000.0,0.7427,0.00894,-0.0602,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,5.0,500000.0,0.8293,0.00955,-0.0553,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,7.0,500000.0,0.9969,0.01184,-0.0449,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,8.0,500000.0,1.0778,0.01366,-0.0399,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,9.0,500000.0,1.1537,0.01578,-0.0344,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,10.0,500000.0,1.2179,0.01808,-0.0271,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,11.0,500000.0,1.275,0.02081,-0.0198,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,12.0,500000.0,1.3212,0.02456,-0.0129,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,13.0,500000.0,1.359,0.02951,-0.0073,T1-Re0.500-N9.0.txt
NACA 2414,0.02,0.4,0.14,14.0,500000.0,1.3822,0.03657,-0.0033,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-6.0,500000.0,-0.3991,0.01135,-0.0599,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-5.0,500000.0,-0.2923,0.01027,-0.0584,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-4.0,500000.0,-0.1861,0.00941,-0.0567,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-3.0,500000.0,-0.0786,0.00873,-0.0553,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-2.0,500000.0,0.0282,0.00815,-0.0538,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,-1.0,500000.0,0.1331,0.00769,-0.0519,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,0.0,500000.0,0.2373,0.00748,-0.0496,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,1.0,500000.0,0.3403,0.00751,-0.0468,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,2.0,500000.0,0.4442,0.00789,-0.0438,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,3.0,500000.0,0.5742,0.00857,-0.047,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,4.0,500000.0,0.7359,0.00928,-0.0577,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,5.0,500000.0,0.8473,0.00987,-0.0583,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,6.0,500000.0,0.926,0.01069,-0.052,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,7.0,500000.0,1.0035,0.01183,-0.0456,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,8.0,500000.0,1.0807,0.01339,-0.0396,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,9.0,500000.0,1.1533,0.01533,-0.0334,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,10.0,500000.0,1.2144,0.01753,-0.0256,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,11.0,500000.0,1.2705,0.02032,-0.0184,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,12.0,500000.0,1.3178,0.024,-0.0117,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,13.0,500000.0,1.3572,0.02882,-0.0063,T1-Re0.500-N9.0.txt
NACA 2415,0.02,0.4,0.15,14.0,500000.0,1.3836,0.03552,-0.0023,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,-5.0,500000.0,-0.2906,0.01047,-0.0569,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,-4.0,500000.0,-0.1845,0.00984,-0.0553,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,-3.0,500000.0,-0.078,0.00937,-0.0537,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,-2.0,500000.0,0.0276,0.00899,-0.052,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,-1.0,500000.0,0.1319,0.00871,-0.0501,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,0.0,500000.0,0.236,0.00861,-0.048,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,1.0,500000.0,0.3402,0.00862,-0.0459,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,2.0,500000.0,0.4436,0.00878,-0.0434,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,3.0,500000.0,0.5452,0.00913,-0.0404,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,4.0,500000.0,0.6515,0.00978,-0.0383,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,5.0,500000.0,0.794,0.01066,-0.0447,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,6.0,500000.0,0.9542,0.01166,-0.0555,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,7.0,500000.0,1.0351,0.01253,-0.0505,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,8.0,500000.0,1.0803,0.01347,-0.038,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,9.0,500000.0,1.1304,0.01491,-0.0271,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,10.0,500000.0,1.1925,0.01693,-0.02,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,11.0,500000.0,1.2484,0.0197,-0.0133,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,12.0,500000.0,1.2981,0.02329,-0.0074,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,13.0,500000.0,1.3385,0.02804,-0.0024,T1-Re0.500-N9.0.txt
NACA 2418,0.02,0.4,0.18,14.0,500000.0,1.3661,0.03448,0.0016,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-6.0,500000.0,-0.3854,0.01159,-0.0586,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-5.0,500000.0,-0.2831,0.01097,-0.0564,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-4.0,500000.0,-0.1794,0.01053,-0.0544,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-3.0,500000.0,-0.0762,0.01017,-0.0523,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-2.0,500000.0,0.0269,0.00991,-0.0502,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,-1.0,500000.0,0.1288,0.00972,-0.0478,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,0.0,500000.0,0.2308,0.00965,-0.0455,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,1.0,500000.0,0.3334,0.00969,-0.0432,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,2.0,500000.0,0.4351,0.00984,-0.0407,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,3.0,500000.0,0.5357,0.01005,-0.038,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,4.0,500000.0,0.6326,0.01043,-0.0344,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,5.0,500000.0,0.7243,0.01106,-0.0297,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,6.0,500000.0,0.8334,0.01204,-0.0291,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,7.0,500000.0,0.9852,0.01345,-0.0384,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,8.0,500000.0,1.0722,0.0145,-0.0356,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,9.0,500000.0,1.097,0.0157,-0.0207,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,10.0,500000.0,1.1544,0.01763,-0.0133,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,11.0,500000.0,1.2107,0.02036,-0.0072,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,12.0,500000.0,1.2613,0.02394,-0.002,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,13.0,500000.0,1.3014,0.02874,0.0027,T1-Re0.500-N9.0.txt
NACA 2421,0.02,0.4,0.21,14.0,500000.0,1.3332,0.03488,0.0062,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-6.0,500000.0,-0.3661,0.01218,-0.0599,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-5.0,500000.0,-0.2698,0.01169,-0.0567,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-4.0,500000.0,-0.1719,0.01132,-0.0538,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-3.0,500000.0,-0.0733,0.01107,-0.0509,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-2.0,500000.0,0.0249,0.01087,-0.0479,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,-1.0,500000.0,0.123,0.01073,-0.0449,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,0.0,500000.0,0.2207,0.0107,-0.0419,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,1.0,500000.0,0.3185,0.01073,-0.0388,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,2.0,500000.0,0.4155,0.01086,-0.0357,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,3.0,500000.0,0.5102,0.01108,-0.0321,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,4.0,500000.0,0.5975,0.01138,-0.0271,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,5.0,500000.0,0.6835,0.01189,-0.022,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,6.0,500000.0,0.7651,0.01268,-0.0161,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,7.0,500000.0,0.8505,0.01392,-0.0114,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,8.0,500000.0,0.9876,0.01581,-0.0189,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,9.0,500000.0,1.083,0.01756,-0.0194,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,10.0,500000.0,1.1068,0.0194,-0.0067,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,11.0,500000.0,1.1565,0.0222,-0.0002,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,12.0,500000.0,1.2056,0.02589,0.0045,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,13.0,500000.0,1.2492,0.03059,0.0084,T1-Re0.500-N9.0.txt
NACA 2424,0.02,0.4,0.24,14.0,500000.0,1.2844,0.03649,0.0114,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-6.0,500000.0,-0.1754,0.01195,-0.1082,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-5.0,500000.0,-0.0664,0.01071,-0.1071,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-4.0,500000.0,0.0432,0.0097,-0.1062,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-3.0,500000.0,0.1533,0.00897,-0.1055,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-2.0,500000.0,0.2633,0.00845,-0.1048,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,-1.0,500000.0,0.3724,0.00805,-0.104,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,1.0,500000.0,0.598,0.00706,-0.1034,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,2.0,500000.0,0.7013,0.00761,-0.1015,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,3.0,500000.0,0.8063,0.00821,-0.1001,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,4.0,500000.0,0.9111,0.00887,-0.0987,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,5.0,500000.0,1.0144,0.00956,-0.0972,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,6.0,500000.0,1.1149,0.01034,-0.0952,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,7.0,500000.0,1.2092,0.01144,-0.0923,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,9.0,500000.0,1.3415,0.01674,-0.0782,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,10.0,500000.0,1.3869,0.02023,-0.0688,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,11.0,500000.0,1.4292,0.02419,-0.0605,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,12.0,500000.0,1.4601,0.02952,-0.053,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,13.0,500000.0,1.4822,0.03643,-0.0472,T1-Re0.500-N9.0.txt
NACA 4412,0.04,0.4,0.12,14.0,500000.0,1.488,0.04595,-0.0432,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-6.0,500000.0,-0.1735,0.01145,-0.1059,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-5.0,500000.0,-0.0647,0.01054,-0.1049,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-4.0,500000.0,0.0453,0.00986,-0.1041,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-3.0,500000.0,0.1551,0.00937,-0.1032,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-2.0,500000.0,0.2642,0.00904,-0.1023,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,-1.0,500000.0,0.3719,0.00879,-0.1012,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,0.0,500000.0,0.4745,0.00822,-0.0993,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,1.0,500000.0,0.5695,0.00794,-0.0945,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,2.0,500000.0,0.7266,0.0085,-0.1039,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,3.0,500000.0,0.8187,0.00903,-0.0999,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,4.0,500000.0,0.9162,0.0096,-0.097,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,5.0,500000.0,1.0149,0.01024,-0.0945,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,6.0,500000.0,1.1108,0.01101,-0.0916,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,7.0,500000.0,1.2027,0.01185,-0.0881,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,8.0,500000.0,1.2825,0.01301,-0.0826,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,9.0,500000.0,1.3503,0.01482,-0.0756,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,10.0,500000.0,1.4051,0.01755,-0.0676,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,11.0,500000.0,1.4477,0.02132,-0.0594,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,12.0,500000.0,1.4789,0.02636,-0.0516,T1-Re0.500-N9.0.txt
NACA 4415,0.04,0.4,0.15,13.0,500000.0,1.5007,0.03285,-0.0452,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,-6.0,500000.0,-0.1694,0.01146,-0.1039,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,-5.0,500000.0,-0.0613,0.01081,-0.1027,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,-3.0,500000.0,0.1548,0.00996,-0.1003,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,-2.0,500000.0,0.2617,0.00977,-0.0989,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,-1.0,500000.0,0.3671,0.00961,-0.0974,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,0.0,500000.0,0.4695,0.00932,-0.0954,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,2.0,500000.0,0.6661,0.00927,-0.0885,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,3.0,500000.0,0.8,0.00991,-0.0926,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,4.0,500000.0,0.9334,0.01055,-0.0978,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,5.0,500000.0,1.0099,0.01112,-0.0909,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,6.0,500000.0,1.0919,0.0118,-0.0852,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,7.0,500000.0,1.1703,0.01261,-0.0792,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,8.0,500000.0,1.2474,0.01378,-0.0735,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,9.0,500000.0,1.3194,0.01541,-0.0678,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,10.0,500000.0,1.3822,0.01772,-0.0615,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,11.0,500000.0,1.435,0.02089,-0.0549,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,12.0,500000.0,1.4758,0.02521,-0.0483,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,13.0,500000.0,1.5022,0.03114,-0.0421,T1-Re0.500-N9.0.txt
NACA 4418,0.04,0.4,0.18,14.0,500000.0,1.5182,0.0388,-0.0372,T1-Re0.500-N9.0.txt
NACA 4421,0.04,0.4,0.21,-6.0,500000.0,-0.1636,0.01176,-0.1018,T1-Re0.500-N9.0.txt
